source_type,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,turbidity_NTU,persons_with_symptoms,risk_percent
piped_protected,0.8,27.559,5.066,0.848,12,52.81,Winter,7.519,3.102,3,19.761
spring,16.089,31.207,8.682,0.921,1,33.814,Winter,7.191,0.09,0,26.714
deep_borehole,25.947,23.066,6.776,0.901,7,80.577,Monsoon,8.026,20.504,2,54.441
shallow_well,20.75,28.672,6.489,0.601,7,229.525,Monsoon,7.898,10.1,0,66.69
pond,4.182,22.418,5.761,0.319,4,28.768,Summer,7.899,13.276,1,30.269
deep_borehole,3.942,23.404,7.996,0.357,2,34.599,Winter,7.591,1.248,0,22.881
pond,0.357,29.301,7.852,0.653,2,16.847,Winter,7.541,3.276,0,17.659
shallow_well,10.538,24.64,6.578,0.712,4,5.17,Summer,7.541,6.617,2,21.156
community_tank,7.655,27.061,7.998,0.161,2,36.679,Winter,7.675,4.006,3,18.445
piped_protected,6.15,24.192,7.331,0.998,1,63.098,Winter,7.761,24.917,1,51.316
rooftop_rainwater,23.82,19.592,7.129,0.108,1,32.649,Winter,7.658,23.767,2,63.769
community_tank,1.838,32.012,8.174,0.607,8,14.37,Monsoon,7.355,13.57,1,45.252
community_tank,0.097,24.35,9.717,0.531,2,12.426,Winter,7.186,0.134,2,12.489
river,0.761,25.468,7.423,0.591,9,9.341,Monsoon,7.415,17.175,5,42.677
open_catchment,2.528,22.802,7.425,0.534,2,28.867,Winter,8.103,14.636,3,35.532
spring,0.339,27.34,8.378,0.058,11,12.027,Autumn,7.271,6.006,3,18.756
deep_borehole,6.989,27.12,5.571,0.996,11,101.293,Autumn,7.254,14.33,2,44.842
deep_borehole,3.77,20.328,6.725,0.981,4,67.906,Summer,7.119,3.703,5,28.404
deep_borehole,1.99,25.513,6.421,0.524,7,90.817,Monsoon,7.708,4.887,0,28.83
deep_borehole,13.866,27.631,7.451,0.208,7,113.946,Monsoon,7.623,10.875,1,44.344
spring,2.287,28.601,7.325,0.183,10,22.099,Autumn,7.311,19.495,0,46.399
community_tank,11.635,26.939,9.638,0.057,11,73.346,Autumn,7.973,0.634,4,26.726
spring,4.297,27.203,9.249,0.612,8,24.893,Monsoon,7.922,5.164,1,22.756
deep_borehole,7.171,23.38,4.728,0.478,3,25.188,Summer,7.033,73.594,1,100.0
open_catchment,27.161,21.313,7.536,0.416,1,26.295,Winter,7.052,12.617,1,36.463
canal,0.381,24.067,8.062,0.525,12,14.33,Winter,7.891,14.814,1,33.22
shallow_well,6.937,21.245,7.126,0.873,4,27.949,Summer,7.21,11.346,1,31.067
deep_borehole,19.27,22.783,6.226,0.071,3,28.359,Summer,7.695,7.191,0,30.147
rooftop_rainwater,8.867,22.738,9.068,0.544,11,62.404,Autumn,7.591,1.394,4,20.093
canal,3.242,22.178,7.495,0.701,4,25.822,Summer,6.887,8.53,3,23.562
spring,5.07,26.597,5.435,0.971,6,18.813,Monsoon,7.188,11.814,2,28.174
rooftop_rainwater,11.403,21.962,8.464,0.74,1,63.615,Winter,7.697,3.431,1,23.077
rooftop_rainwater,22.147,30.507,7.702,0.548,1,13.219,Winter,7.462,23.46,0,53.298
pond,0.419,27.967,6.035,0.767,12,28.147,Winter,7.335,7.512,6,22.228
rooftop_rainwater,0.742,28.568,5.855,0.997,12,61.762,Winter,7.997,1.561,0,24.306
deep_borehole,3.931,22.933,5.806,0.889,12,72.703,Winter,7.278,8.257,2,25.325
pond,2.65,25.601,8.776,0.089,2,118.555,Winter,7.75,8.039,5,37.179
river,3.078,21.871,7.884,0.575,10,47.674,Autumn,7.378,11.692,3,31.432
community_tank,2.501,25.652,8.434,0.786,10,35.954,Autumn,7.735,19.284,2,45.243
rooftop_rainwater,2.179,19.697,7.307,0.672,12,156.126,Winter,7.73,7.699,0,43.925
open_catchment,1.4,28.187,5.978,0.417,3,14.187,Summer,7.109,5.439,0,17.879
reservoir,27.174,23.065,5.808,0.322,12,69.885,Winter,8.095,8.716,1,42.206
shallow_well,1.557,25.909,8.61,0.627,5,36.436,Summer,8.672,1.051,2,71.49
rooftop_rainwater,2.287,26.465,7.669,0.412,9,4.068,Monsoon,7.254,22.3,2,49.24
river,2.827,23.338,6.601,0.392,6,157.092,Monsoon,7.746,18.026,3,65.002
piped_protected,27.033,22.605,7.032,0.837,5,14.501,Summer,8.24,3.702,4,23.854
spring,14.094,24.639,8.497,0.316,8,547.728,Monsoon,6.921,12.507,1,100.0
reservoir,15.592,27.409,7.845,0.645,1,37.349,Winter,7.829,24.598,0,54.68
spring,1.107,24.559,6.862,0.873,7,12.603,Monsoon,7.692,3.824,2,13.063
river,18.098,26.809,6.931,0.622,8,71.074,Monsoon,7.528,17.305,3,53.049
piped_protected,5.246,27.382,6.114,0.493,9,21.919,Monsoon,6.951,8.511,4,27.059
spring,3.049,24.423,7.035,0.035,11,34.221,Autumn,7.918,21.808,1,55.845
spring,8.574,24.662,6.568,0.682,9,55.672,Monsoon,7.62,12.036,1,32.117
spring,17.27,25.416,6.925,0.998,12,35.688,Winter,7.789,25.285,4,52.147
river,15.08,28.427,6.188,0.808,8,32.519,Monsoon,7.134,11.521,1,31.689
reservoir,22.073,23.97,4.99,0.634,10,19.634,Autumn,8.338,0.678,0,16.723
community_tank,26.329,28.413,8.431,0.469,3,4.062,Summer,7.699,6.279,5,18.399
shallow_well,2.72,25.765,7.86,0.224,6,47.092,Monsoon,7.848,7.848,0,30.944
river,5.514,22.79,6.602,0.692,5,56.215,Summer,7.351,3.673,2,18.66
piped_protected,0.147,24.874,6.517,0.177,3,248.286,Summer,7.106,13.642,0,80.318
rooftop_rainwater,21.146,21.638,4.917,0.887,2,73.368,Winter,7.239,12.213,3,37.551
community_tank,1.679,20.962,8.599,0.354,2,11.83,Winter,7.041,5.932,3,17.975
community_tank,19.767,26.821,8.881,0.4,10,4.479,Autumn,8.217,10.918,2,27.425
rooftop_rainwater,3.996,27.393,6.868,0.216,10,3.463,Autumn,7.507,13.177,0,33.37
open_catchment,4.591,24.901,7.49,0.482,10,33.659,Autumn,6.621,14.677,0,42.511
pond,0.399,25.143,5.517,0.68,4,59.585,Summer,7.381,20.841,1,50.069
shallow_well,3.958,23.27,7.128,0.303,9,48.992,Monsoon,7.459,3.81,2,16.314
shallow_well,21.925,25.51,5.968,0.702,2,44.532,Winter,7.364,9.032,4,26.345
open_catchment,0.259,30.944,5.973,0.621,5,127.263,Summer,6.643,20.866,3,60.272
pond,5.214,28.029,6.567,0.372,8,47.253,Monsoon,7.579,17.797,0,46.241
shallow_well,0.319,24.772,6.364,0.313,10,12.789,Autumn,7.757,0.327,0,21.486
piped_protected,4.635,24.51,6.808,0.861,11,18.459,Autumn,7.672,20.251,4,40.264
canal,1.895,23.871,8.585,0.012,2,50.632,Winter,6.983,23.502,0,58.086
canal,2.906,20.767,3.832,0.716,7,39.546,Monsoon,7.525,8.451,1,40.317
shallow_well,21.004,23.551,6.2,0.417,12,30.817,Winter,6.756,22.063,1,53.44
deep_borehole,5.728,27.023,7.948,0.718,6,20.285,Monsoon,6.107,11.228,1,81.233
shallow_well,3.199,22.204,7.292,0.508,1,13.273,Winter,6.481,19.169,3,77.202
rooftop_rainwater,8.9,24.16,5.83,0.084,7,171.208,Monsoon,7.419,10.444,4,67.542
rooftop_rainwater,1.533,21.645,10.158,0.982,10,12.997,Autumn,7.587,20.953,1,40.312
pond,3.003,27.356,11.045,0.086,9,18.031,Monsoon,8.383,20.817,5,56.669
spring,7.902,21.18,6.977,0.158,1,33.85,Winter,7.846,15.002,2,47.04
community_tank,2.712,26.778,5.513,0.42,2,46.18,Winter,7.536,9.58,3,27.244
piped_protected,11.367,28.086,6.623,0.945,7,40.729,Monsoon,6.839,4.449,1,25.752
open_catchment,6.763,24.03,5.309,0.293,1,6.776,Winter,6.642,21.305,4,49.423
reservoir,14.784,22.939,7.601,0.569,2,46.572,Winter,7.554,9.723,1,35.595
shallow_well,29.612,26.425,7.863,0.521,3,97.778,Summer,7.642,8.522,3,30.379
spring,1.231,29.807,8.478,0.33,2,42.102,Winter,6.995,23.622,6,54.997
spring,4.075,29.025,7.599,0.696,2,251.843,Winter,7.25,65.301,5,100.0
piped_protected,3.85,24.779,7.343,0.501,2,132.702,Winter,7.931,10.862,1,41.917
open_catchment,1.639,22.35,5.489,0.578,7,23.215,Monsoon,7.062,17.986,1,46.017
rooftop_rainwater,16.623,24.304,5.166,0.21,10,19.267,Autumn,7.384,1.404,1,26.366
river,14.266,19.93,3.969,0.927,4,11.969,Summer,7.611,0.844,2,18.827
piped_protected,6.625,23.333,7.121,0.111,4,33.826,Summer,7.164,20.358,2,49.635
spring,7.717,26.352,8.295,0.69,8,45.66,Monsoon,7.223,8.325,6,32.483
canal,0.614,23.897,8.728,0.886,5,104.655,Summer,7.068,8.977,1,33.076
shallow_well,8.108,23.199,8.256,0.084,1,31.927,Winter,7.39,7.932,1,33.065
pond,15.671,24.834,6.449,0.029,2,15.313,Winter,7.17,8.557,0,25.205
canal,8.529,24.192,9.789,0.333,10,98.962,Autumn,7.194,2.31,2,28.829
spring,3.083,27.266,5.577,0.79,12,10.344,Winter,7.729,10.372,2,28.314
community_tank,11.013,21.02,5.507,0.717,3,50.784,Summer,6.642,11.964,5,33.454
reservoir,4.486,26.579,8.15,0.822,4,40.119,Summer,7.402,22.792,2,46.117
deep_borehole,7.872,24.862,9.109,0.397,9,36.285,Monsoon,7.155,53.554,0,100.0
open_catchment,6.686,26.303,9.689,0.994,10,24.744,Autumn,7.149,22.376,3,41.829
rooftop_rainwater,4.799,20.833,8.496,0.366,10,107.306,Autumn,7.166,13.934,1,50.54
shallow_well,12.69,27.649,8.102,0.805,5,45.487,Summer,7.635,8.121,2,27.522
pond,21.531,26.629,8.219,0.351,11,49.829,Autumn,7.55,24.26,1,63.863
river,0.052,30.02,6.583,0.218,11,64.821,Autumn,7.293,4.682,1,21.978
rooftop_rainwater,27.123,22.502,5.798,0.337,6,8.251,Monsoon,8.475,2.09,2,27.74
shallow_well,7.164,23.245,7.412,0.193,11,11.585,Autumn,7.959,0.303,0,16.902
river,12.064,19.647,4.457,0.129,11,15.169,Autumn,8.149,23.005,1,66.892
pond,19.353,22.529,6.537,0.364,3,34.914,Summer,7.502,15.874,1,41.094
spring,6.294,29.303,6.204,0.147,2,14.238,Winter,7.421,1.822,1,20.789
deep_borehole,18.017,25.885,7.875,0.502,2,14.98,Winter,7.683,15.793,0,40.261
canal,1.956,22.821,7.33,0.035,6,26.274,Monsoon,6.871,0.113,1,17.48
canal,1.734,25.399,9.23,0.431,6,84.935,Monsoon,7.9,8.855,0,32.416
spring,10.714,24.815,8.233,0.958,12,83.204,Winter,8.024,20.188,3,43.114
rooftop_rainwater,20.413,19.273,6.041,0.359,7,60.955,Monsoon,7.781,16.193,3,58.1
reservoir,22.296,19.816,8.009,0.138,9,57.531,Monsoon,7.517,16.365,2,57.96
spring,10.321,28.32,4.409,0.305,3,32.217,Summer,7.578,6.447,2,30.989
spring,7.455,27.21,8.099,0.791,7,42.297,Monsoon,6.957,13.661,1,38.41
shallow_well,4.026,20.546,5.881,0.314,7,33.047,Monsoon,6.455,3.498,3,85.454
reservoir,39.12,24.619,6.088,0.383,8,36.454,Monsoon,7.623,16.658,6,46.612
shallow_well,3.852,22.853,9.014,0.789,5,40.955,Summer,7.117,4.489,5,18.6
pond,13.633,28.267,7.584,0.261,3,24.171,Summer,7.256,15.468,3,38.717
deep_borehole,7.592,26.343,6.71,0.478,11,4.853,Autumn,7.891,5.392,1,17.735
shallow_well,9.378,21.686,8.525,0.063,11,65.626,Autumn,6.768,22.53,1,63.59
pond,5.0,25.361,9.21,0.174,2,35.916,Winter,7.234,4.525,0,20.786
community_tank,33.474,24.877,5.5,0.209,4,6.839,Summer,7.483,10.435,4,30.084
spring,8.479,24.885,5.929,0.464,12,66.113,Winter,7.776,3.362,3,22.341
spring,27.772,23.47,8.217,0.821,8,46.32,Monsoon,7.539,22.961,4,58.166
rooftop_rainwater,0.076,25.074,7.46,0.355,5,7.374,Summer,7.898,0.768,3,11.879
community_tank,8.502,22.448,4.208,0.38,1,184.817,Winter,7.775,14.445,4,70.285
rooftop_rainwater,12.63,21.437,9.674,0.301,12,30.448,Winter,7.377,24.861,1,61.95
river,13.668,21.26,6.277,0.32,12,318.59,Winter,8.473,2.562,2,80.075
pond,23.536,21.853,5.493,0.404,3,101.067,Summer,7.33,23.201,1,68.414
pond,0.044,26.267,7.017,0.899,5,159.273,Summer,7.1,23.239,1,66.091
reservoir,0.003,26.348,8.353,0.024,6,33.851,Monsoon,7.899,16.006,2,49.372
spring,6.392,29.382,8.702,0.625,2,39.576,Winter,7.385,18.496,2,45.591
piped_protected,0.297,24.315,7.086,0.888,8,61.914,Monsoon,6.981,7.813,2,21.59
river,36.704,27.104,10.804,0.417,12,44.167,Winter,7.113,17.011,2,47.777
pond,2.511,25.141,11.235,0.651,7,62.83,Monsoon,7.432,12.533,7,33.693
shallow_well,6.399,25.899,7.672,0.586,7,29.922,Monsoon,8.748,24.619,3,85.75
spring,0.631,27.425,6.907,0.339,11,6.087,Autumn,7.868,8.573,2,17.794
rooftop_rainwater,7.382,26.746,6.495,0.137,7,20.877,Monsoon,6.906,20.567,5,58.557
community_tank,4.78,25.325,6.771,0.22,5,50.821,Summer,7.734,9.74,1,36.897
rooftop_rainwater,0.457,23.159,9.243,0.057,2,46.897,Winter,8.106,9.672,2,32.095
canal,4.082,25.827,7.504,0.765,8,234.693,Monsoon,7.29,19.423,0,81.177
piped_protected,4.967,29.093,8.305,0.533,3,22.721,Summer,7.695,7.549,1,24.772
pond,45.973,25.526,8.041,0.786,3,47.528,Summer,7.485,14.911,4,39.48
deep_borehole,2.33,23.814,7.91,0.29,2,64.268,Winter,7.517,0.707,4,25.374
open_catchment,7.87,27.464,8.634,0.805,2,51.911,Winter,8.217,9.531,2,25.85
piped_protected,43.674,20.845,8.241,0.309,2,14.814,Winter,7.847,11.63,1,39.678
reservoir,15.703,23.92,7.715,0.121,6,49.74,Monsoon,9.065,16.55,2,93.478
spring,50.158,22.058,9.767,0.534,8,12.26,Monsoon,7.027,24.274,2,56.912
pond,34.514,24.636,5.021,0.945,3,20.911,Summer,7.678,18.378,1,36.339
community_tank,6.724,28.739,7.425,0.414,6,27.315,Monsoon,8.041,8.809,2,31.951
pond,11.92,26.923,6.209,0.515,3,26.934,Summer,8.259,7.396,1,24.656
open_catchment,1.17,19.396,8.379,0.451,9,7.219,Monsoon,6.656,6.567,1,23.799
reservoir,5.819,23.144,4.549,0.457,1,30.925,Winter,8.177,0.831,1,23.239
community_tank,16.556,20.503,7.35,0.214,7,36.548,Monsoon,7.568,12.79,2,43.013
rooftop_rainwater,7.039,28.175,7.724,0.422,8,40.423,Monsoon,7.046,11.036,4,36.316
community_tank,12.13,23.253,8.834,0.497,9,24.985,Monsoon,8.005,14.124,2,37.971
reservoir,13.694,25.228,6.366,0.745,5,228.816,Summer,8.181,6.829,0,54.383
piped_protected,2.923,25.372,11.185,0.14,6,38.476,Monsoon,7.004,11.998,2,34.77
rooftop_rainwater,20.851,25.618,6.12,0.572,5,21.063,Summer,7.337,18.836,1,41.673
pond,6.159,16.322,5.293,0.662,10,43.79,Autumn,7.756,12.305,2,40.34
spring,2.36,26.083,7.909,0.383,5,17.167,Summer,7.682,12.546,1,35.338
river,20.056,23.355,6.809,0.549,11,83.539,Autumn,7.727,11.534,1,32.13
spring,5.41,27.537,9.762,0.711,11,53.295,Autumn,6.967,14.649,2,38.522
pond,13.875,25.608,4.615,0.465,7,159.921,Monsoon,7.555,24.26,1,84.438
open_catchment,7.941,26.895,7.054,0.333,12,86.46,Winter,7.936,24.697,3,62.202
river,4.811,22.816,8.227,0.825,4,142.618,Summer,8.006,6.017,1,33.772
pond,16.601,21.613,6.0,0.989,6,4.022,Monsoon,8.112,5.787,1,16.227
deep_borehole,8.782,27.671,4.911,0.217,4,11.793,Summer,7.343,10.584,3,33.833
piped_protected,4.952,26.69,9.172,0.889,2,64.518,Winter,7.728,1.198,1,16.237
deep_borehole,1.161,25.667,5.741,0.545,2,18.156,Winter,7.452,7.404,3,16.762
rooftop_rainwater,22.58,25.662,8.566,0.448,12,147.433,Winter,7.265,10.587,2,46.041
canal,0.361,26.262,5.614,0.893,4,25.341,Summer,7.432,34.314,2,87.692
pond,19.891,21.123,6.522,0.91,11,98.181,Autumn,7.526,17.993,2,49.813
shallow_well,4.462,28.227,8.136,0.273,5,51.95,Summer,7.033,3.645,4,22.439
shallow_well,10.198,24.538,7.531,0.358,1,29.457,Winter,7.297,14.552,1,36.321
community_tank,25.536,24.623,5.603,0.852,3,16.179,Summer,7.889,6.484,2,14.952
spring,1.645,23.746,7.796,0.491,5,44.305,Summer,6.773,23.803,0,48.593
spring,8.369,17.591,3.742,0.288,8,27.112,Monsoon,8.171,12.521,0,49.227
reservoir,14.458,26.726,5.2,0.962,4,14.655,Summer,8.005,2.629,3,19.655
spring,14.171,22.005,9.618,0.217,6,8.071,Monsoon,6.999,22.517,1,58.785
deep_borehole,7.458,25.324,6.745,0.61,12,35.264,Winter,7.551,17.317,0,39.499
piped_protected,9.801,22.539,8.077,0.428,4,85.838,Summer,7.382,3.442,0,28.064
pond,14.169,23.969,8.033,0.451,5,42.845,Summer,7.619,4.681,1,19.77
open_catchment,18.39,23.803,6.484,0.106,12,65.698,Winter,7.974,19.122,4,58.025
community_tank,14.347,22.47,7.176,0.257,7,28.425,Monsoon,7.785,17.16,1,53.418
rooftop_rainwater,4.37,24.322,5.241,0.167,8,14.745,Monsoon,8.186,4.677,4,22.917
river,57.219,23.557,7.195,0.75,12,67.931,Winter,7.817,8.025,4,34.516
rooftop_rainwater,5.7,21.879,6.264,0.698,10,25.48,Autumn,7.745,20.185,1,47.14
pond,0.248,28.519,10.138,0.794,10,33.747,Autumn,7.759,4.393,1,19.247
canal,4.504,22.596,5.948,0.699,8,66.67,Monsoon,7.663,13.074,0,40.214
spring,1.367,26.686,7.77,0.129,11,67.832,Autumn,6.682,6.916,5,29.415
reservoir,1.295,27.005,6.59,0.979,12,35.534,Winter,7.699,18.737,2,39.507
river,3.306,27.772,8.22,0.189,7,76.774,Monsoon,7.899,7.792,2,40.596
deep_borehole,0.549,23.364,4.965,0.35,4,54.714,Summer,7.449,19.131,5,49.833
pond,11.664,24.404,6.802,0.707,4,55.842,Summer,7.747,4.644,1,25.77
canal,0.769,24.496,7.889,0.14,2,122.961,Winter,7.459,11.997,3,44.253
deep_borehole,2.273,26.582,7.353,0.171,9,57.599,Monsoon,7.707,2.771,1,32.206
canal,0.975,24.273,7.744,0.877,6,198.497,Monsoon,7.409,1.557,1,45.635
spring,0.653,26.375,5.756,0.332,11,8.637,Autumn,8.107,9.922,0,30.071
deep_borehole,3.116,24.233,6.48,0.666,3,13.188,Summer,7.707,23.639,3,46.786
piped_protected,8.484,28.352,6.972,0.859,3,20.003,Summer,7.298,10.945,6,29.724
shallow_well,33.435,24.965,8.17,0.973,11,11.311,Autumn,7.885,16.206,1,32.959
rooftop_rainwater,20.839,24.604,9.095,0.21,11,194.762,Autumn,7.623,23.368,2,86.153
piped_protected,20.869,26.019,4.212,0.123,12,156.307,Winter,7.874,0.571,3,47.521
river,1.937,29.907,6.521,0.741,1,67.127,Winter,7.713,20.618,2,50.755
community_tank,3.078,23.184,6.012,0.188,2,45.819,Winter,7.918,9.195,1,27.56
shallow_well,0.795,28.118,5.84,0.58,5,11.703,Summer,7.664,1.741,1,18.816
piped_protected,15.072,22.547,7.4,0.533,9,51.374,Monsoon,7.655,6.759,1,32.376
pond,0.724,25.131,7.049,0.56,3,36.938,Summer,6.95,2.472,1,15.943
canal,8.135,22.616,5.317,0.65,7,75.224,Monsoon,7.561,13.804,0,43.738
river,2.849,23.886,5.244,0.851,6,20.804,Monsoon,7.436,17.036,1,42.264
pond,2.79,22.964,7.693,0.272,11,56.847,Autumn,7.352,24.23,3,60.486
shallow_well,46.804,27.095,5.363,0.555,3,87.928,Summer,7.471,20.655,1,57.174
reservoir,14.138,23.508,5.958,0.337,11,79.951,Autumn,7.508,5.598,0,35.083
canal,18.136,26.591,8.385,0.319,4,37.468,Summer,6.602,2.563,1,16.943
river,8.486,23.42,7.259,0.02,11,124.707,Autumn,7.551,16.757,1,58.381
community_tank,20.481,24.983,9.321,0.599,11,13.683,Autumn,7.848,14.091,1,34.319
shallow_well,10.37,29.373,6.84,0.973,5,42.306,Summer,7.705,6.264,1,21.968
river,29.22,22.764,10.349,0.761,2,56.91,Winter,7.62,14.342,3,36.975
piped_protected,3.304,22.82,6.724,0.243,8,32.071,Monsoon,7.019,15.043,1,37.637
river,9.047,24.261,8.797,0.716,12,68.345,Winter,7.61,3.304,4,19.751
shallow_well,11.716,24.947,5.74,0.297,12,89.731,Winter,8.291,24.206,1,61.514
spring,4.991,26.862,6.025,0.754,7,5.687,Monsoon,6.682,14.787,3,34.824
piped_protected,21.178,25.129,9.538,0.855,9,149.636,Monsoon,7.79,22.083,0,71.528
pond,39.022,25.736,5.957,0.334,8,19.294,Monsoon,7.462,23.192,1,59.657
shallow_well,6.808,21.537,6.674,0.002,12,103.506,Winter,7.357,2.37,3,39.023
spring,4.953,25.905,6.008,0.305,7,16.729,Monsoon,7.734,62.058,2,100.0
open_catchment,6.385,25.985,8.687,0.206,9,52.595,Monsoon,7.553,8.569,0,34.315
community_tank,19.155,27.015,5.186,0.619,10,54.111,Autumn,7.351,21.024,2,50.552
spring,10.37,24.015,8.961,0.29,5,27.676,Summer,7.152,12.556,3,30.667
open_catchment,0.458,24.98,7.367,0.036,3,20.736,Summer,7.44,16.508,0,43.053
reservoir,7.813,27.119,7.28,0.531,6,577.803,Monsoon,7.328,5.763,3,97.985
reservoir,0.175,21.824,6.914,0.875,9,19.663,Monsoon,7.76,1.042,3,20.665
rooftop_rainwater,15.075,19.615,8.876,0.451,6,144.166,Monsoon,7.598,18.075,3,71.962
canal,3.98,21.673,6.671,0.376,12,566.095,Winter,6.959,3.479,1,95.435
spring,6.387,23.082,5.934,0.179,3,23.139,Summer,7.044,3.267,0,19.395
deep_borehole,16.029,28.217,7.781,0.387,2,6.962,Winter,7.653,4.919,1,20.751
community_tank,0.476,31.088,6.872,0.331,5,32.643,Summer,8.063,24.146,3,61.836
spring,1.726,22.272,9.941,0.995,8,20.596,Monsoon,7.973,8.258,1,23.715
open_catchment,5.074,24.747,8.368,0.03,8,63.811,Monsoon,7.03,5.21,3,30.025
deep_borehole,2.613,23.419,7.52,0.239,1,20.798,Winter,7.743,12.224,2,32.147
community_tank,4.123,26.444,9.151,0.069,12,26.84,Winter,7.456,17.765,0,52.043
deep_borehole,63.06,25.84,4.824,0.857,3,30.991,Summer,7.494,6.985,3,21.764
piped_protected,17.453,22.37,7.842,0.417,11,10.087,Autumn,7.622,8.707,2,25.187
open_catchment,21.533,23.137,7.153,0.796,11,26.764,Autumn,7.343,20.768,2,46.972
reservoir,27.655,24.571,6.695,0.692,5,30.116,Summer,7.187,14.599,5,36.45
river,4.169,28.691,6.579,0.928,1,16.376,Winter,7.046,24.863,2,48.423
piped_protected,3.525,23.039,8.67,0.024,6,45.707,Monsoon,7.674,16.181,1,50.329
community_tank,2.667,20.346,4.208,0.207,4,101.05,Summer,7.251,23.492,0,72.538
community_tank,17.726,28.909,7.709,0.702,9,25.608,Monsoon,7.112,16.271,2,48.529
shallow_well,11.38,26.492,4.854,0.585,2,31.779,Winter,7.205,16.915,2,38.161
open_catchment,2.694,21.511,6.633,0.695,10,25.109,Autumn,7.431,7.18,1,24.207
rooftop_rainwater,4.732,25.919,6.925,0.575,5,192.617,Summer,8.209,11.99,2,60.678
rooftop_rainwater,7.067,27.435,9.425,0.581,5,17.504,Summer,6.664,7.986,0,22.546
community_tank,7.511,25.281,6.2,0.933,6,16.827,Monsoon,7.31,16.78,1,42.275
rooftop_rainwater,21.958,29.088,7.082,0.921,5,19.108,Summer,7.817,2.478,3,17.181
canal,4.789,26.666,5.157,0.038,10,115.09,Autumn,7.66,6.701,3,42.025
reservoir,23.917,25.916,7.759,0.414,10,125.388,Autumn,7.369,11.421,1,52.453
shallow_well,5.823,25.612,5.003,0.511,9,14.307,Monsoon,7.195,18.039,2,49.703
community_tank,13.719,25.408,4.333,0.358,1,72.269,Winter,7.444,23.447,3,61.479
rooftop_rainwater,26.629,27.634,4.737,0.05,8,22.099,Monsoon,7.218,22.786,1,64.718
open_catchment,23.814,24.551,6.574,0.472,6,8.566,Monsoon,7.198,23.403,5,54.355
spring,0.586,27.849,6.649,0.976,11,8.554,Autumn,7.75,4.754,3,16.781
river,2.303,25.936,8.702,0.072,9,28.039,Monsoon,7.193,58.477,5,100.0
reservoir,6.48,25.317,9.283,0.817,10,75.545,Autumn,8.172,19.807,3,46.871
piped_protected,5.648,24.076,9.247,0.196,7,33.493,Monsoon,7.255,15.502,4,48.113
piped_protected,10.241,24.104,8.726,0.577,12,37.452,Winter,7.636,16.637,3,40.073
canal,28.951,25.957,10.113,0.387,3,5.853,Summer,6.682,3.433,1,19.674
deep_borehole,1.192,28.039,7.683,0.349,8,23.264,Monsoon,7.681,1.743,2,20.525
open_catchment,6.012,26.513,7.705,0.87,10,25.491,Autumn,7.627,15.668,3,34.533
deep_borehole,2.137,22.857,9.741,0.973,3,22.436,Summer,7.456,11.051,1,22.867
shallow_well,22.453,20.203,5.328,0.387,12,12.334,Winter,7.643,18.639,2,47.506
river,33.405,27.219,8.41,0.64,3,222.93,Summer,6.943,24.334,2,89.656
shallow_well,6.514,33.049,6.929,0.556,4,58.906,Summer,7.09,19.206,3,60.297
community_tank,1.098,24.172,9.0,0.077,12,76.729,Winter,7.807,22.8,2,57.478
open_catchment,15.385,23.609,8.773,0.041,3,36.678,Summer,7.754,11.411,0,30.955
community_tank,11.945,27.462,6.753,0.773,6,125.677,Monsoon,7.276,17.101,3,59.632
pond,4.38,22.417,5.193,0.395,11,13.22,Autumn,6.543,19.95,1,44.06
rooftop_rainwater,21.84,29.489,9.024,0.308,7,78.17,Monsoon,6.655,18.707,0,65.835
piped_protected,37.227,26.237,6.29,0.986,3,10.476,Summer,7.965,10.91,3,25.066
spring,8.161,24.92,7.182,0.085,3,35.308,Summer,7.321,19.621,3,48.08
community_tank,8.341,22.678,5.322,0.269,7,33.72,Monsoon,7.871,21.634,4,57.933
deep_borehole,3.531,27.646,6.459,0.857,10,36.929,Autumn,7.047,24.653,3,53.795
pond,8.783,23.667,8.524,0.415,9,33.892,Monsoon,7.65,12.426,1,36.556
piped_protected,5.792,27.128,7.578,0.584,3,4.133,Summer,6.799,11.063,3,25.629
community_tank,3.598,26.197,5.873,0.048,12,22.453,Winter,7.718,19.464,1,45.058
pond,0.695,28.874,4.182,0.92,6,31.084,Monsoon,7.364,23.694,5,58.483
pond,2.913,25.477,8.032,0.137,5,20.406,Summer,7.611,15.559,1,40.565
open_catchment,2.205,34.349,6.377,0.213,8,7.299,Monsoon,7.244,14.986,0,45.579
shallow_well,7.81,26.665,7.262,0.157,9,23.569,Monsoon,7.592,12.679,1,35.853
pond,9.205,25.439,6.795,0.498,8,61.685,Monsoon,7.995,8.33,2,32.337
canal,9.38,23.833,6.362,0.817,1,148.182,Winter,6.986,14.243,3,52.511
shallow_well,4.913,27.63,7.93,0.267,7,28.859,Monsoon,7.554,22.204,3,57.831
piped_protected,5.468,23.9,5.697,0.142,8,26.359,Monsoon,8.097,8.824,0,26.381
piped_protected,17.972,22.677,7.224,0.41,5,15.474,Summer,7.634,6.768,2,22.051
piped_protected,6.467,23.594,7.622,0.982,4,154.814,Summer,7.66,3.305,2,33.293
