source_type,turbidity_NTU,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,persons_with_symptoms,risk_percent
spring,8.859,0.99,21.667,6.778,0.752,2,9.97,Winter,7.026,1,22.374
pond,2.347,12.402,29.494,2.871,0.043,4,129.557,Summer,7.289,3,48.477
rooftop_rainwater,1.135,3.903,27.15,6.654,0.807,9,220.423,Monsoon,8.003,3,54.589
pond,0.534,1.308,25.702,9.647,0.627,3,87.691,Summer,6.803,2,26.006
river,6.083,7.889,26.981,7.214,0.322,5,145.028,Summer,7.618,1,46.755
reservoir,7.154,2.565,28.407,6.633,0.406,3,130.703,Summer,7.415,5,44.738
deep_borehole,3.728,17.224,22.741,6.147,0.674,8,33.851,Monsoon,8.544,1,79.847
rooftop_rainwater,6.797,0.438,23.831,5.614,0.186,10,38.979,Autumn,7.768,2,25.031
spring,7.13,1.039,24.885,7.16,0.89,5,49.615,Summer,7.406,1,25.699
rooftop_rainwater,9.353,7.36,21.28,7.677,0.483,10,38.911,Autumn,6.829,0,29.559
canal,0.649,8.89,27.188,9.608,0.76,6,229.205,Monsoon,7.395,1,52.466
community_tank,1.923,13.089,24.174,5.888,0.507,6,101.891,Monsoon,7.832,1,30.482
community_tank,0.685,3.001,23.843,8.945,0.452,4,27.214,Summer,7.329,2,19.932
spring,8.68,18.436,23.071,8.887,0.47,10,66.229,Autumn,8.333,0,30.489
deep_borehole,7.926,30.606,24.898,6.393,0.363,11,13.734,Autumn,7.599,0,20.567
community_tank,5.746,6.912,25.467,5.904,0.733,4,53.001,Summer,6.629,2,26.491
shallow_well,0.837,14.293,27.988,4.847,0.846,10,21.505,Autumn,8.14,2,24.303
river,2.733,7.441,28.072,7.049,0.854,1,63.131,Winter,7.621,4,18.648
spring,2.977,0.72,21.599,6.569,0.121,6,9.139,Monsoon,7.431,3,16.923
spring,5.607,3.947,26.382,8.607,0.761,4,63.68,Summer,7.709,2,26.878
open_catchment,2.58,0.916,28.69,7.529,0.2,6,52.037,Monsoon,7.613,3,24.323
open_catchment,0.73,44.989,24.332,4.027,0.012,8,25.28,Monsoon,7.868,3,24.974
canal,7.308,2.601,24.49,6.904,0.275,9,48.429,Monsoon,7.767,3,26.803
canal,2.991,10.103,23.81,7.46,0.293,9,69.17,Monsoon,7.375,3,28.207
open_catchment,4.524,3.346,26.615,6.654,0.81,1,21.293,Winter,7.799,3,15.816
community_tank,1.277,10.591,25.862,8.336,0.742,5,36.926,Summer,7.822,3,22.816
piped_protected,8.025,2.362,27.939,6.153,0.085,12,25.269,Winter,7.521,0,26.869
spring,5.655,15.384,24.666,8.556,0.326,7,23.797,Monsoon,7.676,3,22.394
shallow_well,9.016,1.174,28.78,6.168,0.251,1,57.361,Winter,9.316,3,92.097
spring,4.955,22.552,26.793,6.505,0.595,6,27.185,Monsoon,7.216,2,30.635
pond,9.414,18.352,28.529,9.922,0.542,1,26.285,Winter,6.98,1,23.406
deep_borehole,8.919,11.357,23.212,5.023,0.679,6,27.721,Monsoon,7.654,4,30.635
river,5.765,0.698,29.703,7.141,0.911,7,29.717,Monsoon,7.535,3,18.608
piped_protected,9.339,2.339,23.334,7.522,0.421,5,20.917,Summer,7.632,1,23.16
shallow_well,3.231,19.616,23.474,6.076,0.656,2,26.19,Winter,7.354,1,19.058
pond,3.656,1.301,23.819,7.703,0.918,2,35.639,Winter,7.781,4,18.237
canal,0.455,1.695,23.499,8.105,0.542,6,31.376,Monsoon,7.869,3,25.109
shallow_well,5.892,7.853,30.681,7.419,0.308,12,16.024,Winter,7.383,1,25.669
open_catchment,7.219,3.204,26.565,7.293,0.403,6,107.185,Monsoon,8.249,2,39.782
spring,7.735,2.511,26.488,7.785,0.755,1,11.723,Winter,7.202,5,16.144
shallow_well,1.498,8.576,19.325,5.871,0.72,11,17.948,Autumn,7.539,1,17.759
deep_borehole,4.442,4.661,28.856,6.054,0.748,10,161.983,Autumn,7.392,2,41.78
rooftop_rainwater,1.769,1.515,21.885,7.694,0.743,9,53.849,Monsoon,6.909,5,16.811
canal,6.621,7.654,24.891,6.447,0.92,7,122.374,Monsoon,7.535,3,45.61
reservoir,1.579,4.894,22.887,6.924,0.764,12,36.628,Winter,7.599,4,18.706
river,9.042,13.262,25.719,3.214,0.855,8,16.796,Monsoon,7.908,2,27.978
river,2.306,1.084,29.602,8.007,0.574,11,33.762,Autumn,7.428,2,21.489
shallow_well,2.914,9.692,22.116,8.988,0.644,10,169.388,Autumn,8.606,2,69.88
rooftop_rainwater,8.509,5.736,22.843,7.918,0.968,2,76.27,Winter,8.075,6,27.44
spring,4.585,5.21,25.419,8.149,0.87,6,38.624,Monsoon,7.638,1,19.038
reservoir,0.24,2.643,29.71,8.388,0.777,9,12.621,Monsoon,8.127,2,19.009
pond,4.946,0.309,23.726,6.723,0.686,1,69.978,Winter,7.181,3,24.903
piped_protected,0.845,18.818,22.851,5.664,0.359,11,12.804,Autumn,7.086,1,17.613
spring,9.853,3.951,25.492,7.781,0.548,5,17.174,Summer,7.478,2,19.069
pond,5.881,11.428,25.022,8.6,0.055,8,6.629,Monsoon,8.238,1,20.744
piped_protected,2.565,29.486,21.925,5.374,0.416,4,32.379,Summer,7.734,3,25.2
rooftop_rainwater,5.637,8.324,23.784,8.078,0.112,1,12.911,Winter,7.583,2,21.352
piped_protected,0.769,5.061,19.096,7.432,0.729,7,8.871,Monsoon,7.156,2,23.07
spring,7.999,3.123,24.909,6.834,0.892,1,176.668,Winter,6.884,1,47.919
deep_borehole,9.253,27.188,21.262,6.605,0.174,7,36.058,Monsoon,8.182,1,33.033
shallow_well,8.744,11.459,32.407,7.409,0.246,10,21.795,Autumn,8.217,2,31.8
pond,3.418,10.945,26.665,6.036,0.857,11,49.422,Autumn,7.544,2,20.667
deep_borehole,3.258,5.554,25.761,11.539,0.586,7,34.12,Monsoon,6.946,1,20.881
pond,0.351,18.646,26.581,5.007,0.588,7,44.457,Monsoon,7.341,1,25.597
shallow_well,6.514,12.506,23.526,3.18,0.563,5,77.793,Summer,7.965,2,39.459
community_tank,5.349,3.329,24.573,7.437,0.218,4,475.754,Summer,8.016,3,92.813
piped_protected,4.593,9.152,26.516,7.134,0.243,4,14.887,Summer,8.058,2,17.21
rooftop_rainwater,9.076,5.625,22.072,7.801,0.95,1,4.563,Winter,7.164,0,20.766
community_tank,1.679,0.066,27.049,2.716,0.723,11,22.278,Autumn,8.714,3,82.416
community_tank,0.097,16.483,31.321,4.25,0.09,2,70.245,Winter,7.496,3,34.046
river,0.733,1.311,20.56,6.332,0.223,12,42.865,Winter,7.868,0,17.578
open_catchment,2.234,7.133,26.598,8.318,0.627,7,12.48,Monsoon,7.442,4,18.961
spring,0.333,4.098,22.545,4.275,0.283,8,58.612,Monsoon,6.676,0,31.966
deep_borehole,5.028,4.187,27.073,7.673,0.252,8,10.009,Monsoon,8.344,2,20.452
deep_borehole,3.141,6.489,26.017,6.631,0.202,9,32.88,Monsoon,7.848,2,22.266
deep_borehole,1.805,58.169,30.639,7.238,0.186,7,25.561,Monsoon,7.295,3,28.24
deep_borehole,7.501,5.249,30.105,6.96,0.613,1,16.676,Winter,7.212,3,22.072
spring,2.045,2.013,20.656,6.973,0.906,8,22.16,Monsoon,7.127,1,17.951
community_tank,6.876,9.509,27.293,6.966,0.361,7,72.83,Monsoon,7.885,4,31.377
spring,3.493,2.696,27.241,8.657,0.122,2,41.652,Winter,7.795,3,22.489
deep_borehole,5.118,1.115,28.567,7.052,0.124,6,15.321,Monsoon,7.106,3,20.314
open_catchment,9.339,0.515,26.417,8.526,0.934,3,16.031,Summer,7.069,1,18.582
canal,0.374,0.231,26.79,6.339,0.529,5,15.808,Summer,7.732,2,14.642
shallow_well,5.003,5.642,21.902,8.677,0.466,6,9.736,Monsoon,7.445,2,22.089
deep_borehole,8.544,5.564,26.266,6.646,0.891,6,362.66,Monsoon,6.912,1,100.0
rooftop_rainwater,5.88,2.052,24.35,6.663,0.507,8,4.934,Monsoon,6.521,1,14.063
canal,2.769,15.326,27.051,4.335,0.481,8,39.038,Monsoon,8.233,2,29.564
spring,3.977,1.384,24.716,5.646,0.927,9,9.493,Monsoon,6.872,1,16.771
rooftop_rainwater,6.803,24.688,26.342,5.948,0.474,1,21.561,Winter,7.706,1,24.794
rooftop_rainwater,8.908,8.857,26.848,4.286,0.391,4,95.169,Summer,7.706,3,40.839
pond,0.411,0.28,26.905,5.705,0.582,10,72.602,Autumn,8.327,1,22.122
rooftop_rainwater,0.715,32.961,22.769,8.03,0.977,1,24.329,Winter,7.482,3,21.235
deep_borehole,3.251,3.681,32.256,8.195,0.964,6,27.639,Monsoon,7.368,0,19.587
pond,2.328,5.978,25.762,4.472,0.776,3,45.396,Summer,9.235,2,78.404
river,2.649,3.345,26.895,9.494,0.499,5,5.726,Summer,7.486,0,15.066
community_tank,2.213,13.035,25.177,8.259,0.881,11,12.626,Autumn,7.92,2,14.922
rooftop_rainwater,1.958,6.649,21.675,10.12,0.419,11,25.128,Autumn,7.049,1,20.703
open_catchment,1.306,1.42,27.349,8.66,0.64,10,36.35,Autumn,7.295,0,11.551
reservoir,9.34,1.1,25.805,9.838,0.179,9,23.131,Monsoon,7.504,5,23.393
shallow_well,1.442,12.924,27.666,7.628,0.661,3,46.757,Summer,6.542,0,20.99
rooftop_rainwater,2.044,2.706,23.005,5.835,0.276,2,98.218,Winter,7.74,0,25.783
river,2.463,1.483,24.003,7.392,0.772,8,51.824,Monsoon,8.118,1,23.372
piped_protected,9.33,6.92,25.804,3.643,0.414,7,59.529,Monsoon,8.308,0,39.084
spring,7.557,16.234,25.145,6.759,0.398,1,13.636,Winter,7.684,2,20.162
reservoir,7.897,3.268,24.142,6.932,0.747,9,6.251,Monsoon,7.506,3,20.214
spring,1.048,3.236,25.807,8.448,0.425,10,55.047,Autumn,7.919,0,18.828
river,8.363,17.951,29.289,7.311,0.714,10,75.918,Autumn,8.04,3,36.649
piped_protected,4.082,1.6,26.374,6.338,0.855,4,68.092,Summer,8.23,1,25.495
spring,2.628,9.59,28.519,4.903,0.137,6,39.323,Monsoon,7.797,3,23.718
spring,5.758,31.014,24.496,5.871,0.479,12,108.849,Winter,8.112,2,35.481
spring,8.222,18.408,25.164,6.664,0.945,7,9.531,Monsoon,8.172,2,19.634
river,7.787,0.638,25.729,5.945,0.812,8,28.544,Monsoon,7.63,1,27.911
reservoir,8.9,3.855,23.667,3.067,0.974,4,70.88,Summer,7.016,3,31.967
community_tank,9.281,1.536,25.755,6.982,0.86,9,4.836,Monsoon,7.567,3,23.415
shallow_well,2.381,29.807,29.703,6.301,0.31,12,34.184,Winter,7.75,3,23.368
river,4.239,42.645,30.233,6.273,0.179,10,17.671,Autumn,7.591,2,16.724
piped_protected,0.146,2.679,29.126,7.246,0.211,1,53.751,Winter,7.278,1,25.203
rooftop_rainwater,8.793,11.078,25.917,6.316,0.217,8,79.209,Monsoon,7.467,1,37.889
community_tank,1.546,18.428,22.843,8.616,0.076,9,73.307,Monsoon,7.579,4,29.351
community_tank,8.615,2.662,32.341,5.894,0.907,4,31.041,Summer,7.369,2,28.303
rooftop_rainwater,3.294,2.079,23.458,5.767,0.503,5,18.7,Summer,7.652,1,19.667
open_catchment,3.681,0.113,29.573,5.863,0.101,2,20.328,Winter,7.579,1,19.024
pond,0.391,5.31,26.098,7.266,0.763,5,47.831,Summer,6.271,1,74.207
shallow_well,3.269,22.97,21.901,7.243,0.326,11,63.898,Autumn,8.321,1,27.13
shallow_well,8.884,23.328,20.555,6.16,0.071,3,116.886,Summer,6.959,1,49.332
open_catchment,0.255,1.367,29.171,6.98,0.19,9,14.704,Monsoon,7.519,1,23.298
pond,4.063,2.286,23.277,7.571,0.658,5,33.308,Summer,7.517,4,14.701
shallow_well,0.314,5.243,21.22,7.899,0.794,5,34.299,Summer,7.353,1,22.926
piped_protected,3.709,15.17,24.194,6.826,0.254,7,33.087,Monsoon,7.946,1,19.627
canal,1.726,9.464,24.985,5.817,0.577,12,47.265,Winter,7.211,3,17.677
canal,2.522,7.212,26.113,5.819,0.001,9,44.133,Monsoon,7.365,2,27.245
shallow_well,8.776,8.963,25.958,7.394,0.278,5,15.983,Summer,6.896,2,24.921
deep_borehole,4.36,1.011,22.803,8.087,0.182,10,12.624,Autumn,7.406,2,17.195
shallow_well,2.738,6.494,25.005,7.226,0.077,9,60.595,Monsoon,6.681,5,24.023
rooftop_rainwater,5.893,48.363,30.153,6.42,0.484,7,14.501,Monsoon,6.686,4,31.166
rooftop_rainwater,1.421,0.926,21.842,6.145,0.631,6,89.782,Monsoon,7.343,2,35.49
pond,2.594,7.324,26.413,8.21,0.046,10,17.003,Autumn,6.944,1,21.852
spring,5.462,3.505,21.838,5.159,0.138,6,24.898,Monsoon,7.795,5,21.037
community_tank,2.375,7.763,23.765,6.287,0.932,4,19.357,Summer,7.845,2,16.934
piped_protected,6.791,8.529,28.397,9.16,0.223,10,140.54,Autumn,7.813,4,47.35
open_catchment,4.915,8.615,18.9,8.754,0.76,9,234.722,Monsoon,8.535,0,81.978
reservoir,7.72,19.12,31.294,7.3,0.748,9,37.299,Monsoon,7.476,1,33.825
shallow_well,9.482,4.939,21.12,6.271,0.322,3,19.594,Summer,7.582,1,23.253
spring,1.158,7.264,18.972,6.62,0.204,11,21.7,Autumn,8.269,2,21.533
spring,3.347,0.11,25.058,7.129,0.244,11,84.864,Autumn,6.925,5,24.365
piped_protected,3.195,15.585,23.713,10.162,0.566,4,28.6,Summer,8.459,1,20.011
open_catchment,1.512,3.004,23.144,8.536,0.381,1,132.246,Winter,7.095,4,36.271
rooftop_rainwater,8.103,16.958,26.925,8.338,0.496,12,32.606,Winter,7.803,2,29.425
river,7.599,3.088,22.223,6.767,0.812,9,122.433,Monsoon,7.824,2,44.788
piped_protected,4.844,0.108,26.709,6.256,0.502,6,30.889,Monsoon,8.313,2,20.479
spring,5.378,1.682,27.482,6.705,0.995,11,14.621,Autumn,7.785,3,20.641
canal,0.595,42.463,20.883,8.493,0.666,3,7.99,Summer,7.374,2,18.177
shallow_well,5.555,3.854,28.079,9.439,0.207,2,60.932,Winter,7.929,1,30.844
pond,7.913,1.152,27.32,5.72,0.5,8,9.117,Monsoon,7.164,3,25.345
canal,5.738,1.264,29.657,3.555,0.813,6,109.546,Monsoon,7.475,2,47.971
spring,2.653,3.716,25.016,6.624,0.218,3,13.117,Summer,8.009,1,18.366
community_tank,6.675,0.384,22.496,8.592,0.729,3,57.967,Summer,7.248,2,22.977
reservoir,3.615,7.164,28.762,6.144,0.033,8,181.037,Monsoon,7.447,3,55.179
deep_borehole,5.449,2.405,25.146,7.679,0.943,1,85.029,Winter,7.037,3,21.643
open_catchment,4.876,7.325,30.469,5.313,0.663,3,24.097,Summer,7.944,4,29.65
rooftop_rainwater,3.812,1.517,27.128,6.559,0.163,5,418.837,Summer,7.425,2,90.794
shallow_well,7.189,5.619,24.922,5.817,0.874,5,154.671,Summer,7.704,4,44.18
pond,8.839,9.111,22.356,6.771,0.082,8,95.101,Monsoon,7.922,1,50.924
river,0.052,0.64,24.687,7.305,0.406,6,35.443,Monsoon,7.69,3,21.881
rooftop_rainwater,9.336,5.087,27.812,8.036,0.737,3,21.319,Summer,7.101,2,26.697
shallow_well,5.115,3.603,20.476,6.371,0.937,4,389.281,Summer,7.252,1,76.802
river,7.007,2.749,23.785,5.295,0.349,4,34.123,Summer,8.307,4,23.174
pond,8.556,9.277,20.157,4.719,0.831,6,20.166,Monsoon,7.623,2,21.343
spring,4.671,8.88,21.877,8.624,0.197,9,29.853,Monsoon,7.903,0,24.408
deep_borehole,8.35,9.961,23.166,5.778,0.035,8,12.375,Monsoon,7.571,0,29.55
canal,1.776,1.73,24.188,7.773,0.029,12,18.428,Winter,6.938,2,17.058
canal,1.592,3.365,26.06,4.612,0.658,11,51.641,Autumn,7.349,0,20.95
spring,6.575,2.353,27.105,9.355,0.154,7,47.306,Monsoon,7.687,1,28.215
rooftop_rainwater,8.701,7.776,29.15,11.176,0.05,9,53.256,Monsoon,7.17,3,38.712
reservoir,8.924,6.182,29.81,7.494,0.977,9,11.428,Monsoon,7.318,0,22.182
spring,6.437,4.009,28.556,6.566,0.242,6,59.429,Monsoon,6.934,2,31.048
spring,5.255,15.418,23.862,9.158,0.463,9,23.125,Monsoon,7.834,2,18.773
shallow_well,3.314,0.987,25.701,6.256,0.613,8,55.748,Monsoon,7.45,2,20.156
reservoir,9.8,36.848,23.313,7.076,0.144,10,152.371,Autumn,7.639,4,53.985
shallow_well,3.197,1.239,25.752,2.851,0.357,3,132.052,Summer,7.597,1,41.563
pond,7.442,14.831,24.518,6.884,0.648,6,79.991,Monsoon,6.909,1,39.551
deep_borehole,5.32,4.592,21.573,8.735,0.64,11,37.583,Autumn,7.118,3,24.096
shallow_well,6.085,20.044,29.356,6.31,0.842,4,37.839,Summer,7.496,2,23.889
pond,3.935,0.771,30.124,6.334,0.437,12,20.691,Winter,6.641,1,23.172
community_tank,9.648,4.696,22.726,6.345,0.89,3,75.02,Summer,7.328,1,24.351
spring,5.717,4.086,26.562,9.944,0.682,10,14.327,Autumn,6.395,0,78.864
spring,9.378,49.845,22.855,7.341,0.562,5,7.439,Summer,8.028,2,24.668
rooftop_rainwater,0.076,42.37,24.762,7.058,0.117,8,24.593,Monsoon,7.1,4,21.804
community_tank,5.727,2.105,23.405,6.393,0.575,7,7.174,Monsoon,8.211,3,17.022
rooftop_rainwater,7.172,9.941,23.119,8.542,0.595,10,16.402,Autumn,7.692,3,21.96
river,7.451,7.668,25.57,5.791,0.759,7,59.885,Monsoon,6.955,2,24.5
pond,9.05,1.677,19.554,8.887,0.719,10,4.525,Autumn,7.616,2,20.169
pond,0.044,1.837,23.431,6.824,0.53,12,39.766,Winter,8.259,1,24.863
reservoir,0.003,45.33,37.047,8.757,0.593,2,62.125,Winter,6.535,1,28.791
spring,4.723,6.028,20.377,6.447,0.772,12,93.013,Winter,7.447,1,22.579
piped_protected,0.293,1.344,23.859,8.227,0.351,12,16.953,Winter,8.048,1,18.296
river,9.745,2.418,25.864,7.81,0.135,7,8.125,Monsoon,7.686,1,25.806
pond,2.221,3.125,24.461,6.91,0.874,1,5.382,Winter,7.15,3,14.335
shallow_well,4.727,7.152,22.708,9.053,0.965,6,60.601,Monsoon,7.053,2,25.107
spring,0.611,4.088,27.904,8.944,0.429,10,21.046,Autumn,7.178,3,24.409
rooftop_rainwater,5.22,6.07,25.448,6.033,0.99,7,20.149,Monsoon,7.27,2,18.661
community_tank,3.8,1.821,23.13,5.925,0.323,10,34.331,Autumn,7.588,0,24.284
rooftop_rainwater,0.447,3.956,27.572,6.637,0.067,2,118.378,Winter,7.46,2,33.698
canal,3.351,0.729,23.418,6.553,0.572,8,3.585,Monsoon,8.429,3,14.252
piped_protected,3.914,22.046,22.375,8.559,0.868,8,20.014,Monsoon,7.149,5,20.279
pond,9.899,2.216,26.763,7.538,0.617,6,79.702,Monsoon,7.55,3,37.816
deep_borehole,2.079,14.143,21.079,5.651,0.009,7,61.663,Monsoon,7.478,0,31.271
open_catchment,5.448,4.301,30.274,5.72,0.012,11,31.907,Autumn,7.35,1,25.109
piped_protected,9.873,6.432,29.548,7.169,0.724,5,218.585,Summer,7.642,3,65.898
reservoir,7.92,3.443,26.641,8.299,0.845,5,43.964,Summer,7.464,1,23.16
spring,9.934,11.922,23.253,9.347,0.253,11,8.971,Autumn,8.192,2,18.676
pond,9.683,18.614,21.797,7.258,0.47,8,19.723,Monsoon,7.809,0,28.759
community_tank,4.895,3.373,17.282,6.814,0.961,2,176.658,Winter,7.697,1,37.785
pond,6.964,2.774,29.848,6.664,0.461,4,41.882,Summer,7.573,3,30.588
open_catchment,1.104,11.439,22.092,5.907,0.136,7,71.391,Monsoon,7.15,1,29.813
reservoir,4.411,2.171,26.062,6.883,0.912,11,170.779,Autumn,7.819,6,32.307
community_tank,8.09,10.212,25.597,6.27,0.495,8,407.832,Monsoon,7.026,2,100.0
rooftop_rainwater,5.053,0.992,19.982,6.387,0.344,4,10.601,Summer,6.311,4,83.086
community_tank,7.027,9.679,23.187,7.892,0.097,11,32.342,Autumn,7.63,1,23.875
reservoir,7.458,7.203,21.601,4.84,0.458,10,42.189,Autumn,7.585,0,26.241
piped_protected,2.535,1.209,27.379,4.125,0.77,6,43.418,Monsoon,7.466,1,24.164
rooftop_rainwater,8.757,10.473,27.512,5.573,0.717,10,85.004,Autumn,8.176,1,31.398
pond,4.598,5.916,24.268,8.187,0.497,3,107.889,Summer,7.497,5,28.8
spring,2.102,2.448,22.472,7.525,0.72,7,42.517,Monsoon,7.703,5,26.609
river,8.654,4.36,25.564,8.411,0.351,2,35.761,Winter,8.054,5,18.815
spring,4.178,6.775,28.321,4.525,0.735,1,7.111,Winter,7.476,0,19.05
pond,7.503,0.96,20.555,7.768,0.086,11,24.057,Autumn,8.233,2,24.627
open_catchment,5.48,31.608,31.338,4.843,0.199,10,123.912,Autumn,6.936,3,47.279
river,3.819,10.953,24.269,5.378,0.878,12,13.997,Winter,6.081,3,69.4
pond,8.099,1.082,24.644,5.054,0.294,5,102.434,Summer,7.4,1,37.749
deep_borehole,5.845,17.308,29.808,5.306,0.206,10,10.649,Autumn,8.193,3,20.373
piped_protected,3.906,3.894,24.833,10.963,0.089,4,61.679,Summer,7.992,1,25.122
deep_borehole,1.096,9.083,24.685,7.796,0.393,12,47.739,Winter,7.859,2,29.131
rooftop_rainwater,8.954,3.245,22.26,4.228,0.067,5,16.541,Summer,7.27,3,30.96
canal,0.355,13.22,23.269,4.642,0.497,9,1.825,Monsoon,7.858,1,12.23
pond,8.632,12.838,22.882,7.121,0.919,1,40.348,Winter,7.691,5,28.849
shallow_well,3.6,8.031,19.703,7.252,0.787,8,33.954,Monsoon,6.702,3,26.98
shallow_well,6.393,2.757,18.759,6.046,0.041,3,76.737,Summer,7.602,2,38.458
community_tank,9.222,2.926,24.305,9.534,0.3,7,47.054,Monsoon,7.619,3,27.973
spring,1.517,4.827,20.857,5.665,0.188,3,12.033,Summer,7.214,1,27.511
spring,5.67,1.567,26.958,8.394,0.067,12,10.751,Winter,7.038,3,22.27
reservoir,7.644,4.12,24.338,8.219,0.109,5,305.421,Summer,8.247,3,93.539
spring,7.576,11.531,20.213,10.605,0.908,7,35.526,Monsoon,7.86,0,27.279
deep_borehole,5.256,17.769,29.574,10.669,0.31,6,27.705,Monsoon,7.682,2,27.865
piped_protected,6.247,4.043,23.721,8.041,0.392,2,27.125,Winter,7.415,2,20.721
pond,7.575,2.66,26.545,7.054,0.486,3,52.095,Summer,8.103,2,28.979
open_catchment,8.41,17.876,29.932,7.536,0.745,9,49.048,Monsoon,7.694,1,33.901
community_tank,7.618,22.137,24.898,7.922,0.798,12,9.212,Winter,7.844,3,14.411
rooftop_rainwater,3.54,5.277,25.042,4.21,0.964,11,10.504,Autumn,8.121,3,19.328
river,9.967,0.273,29.314,4.753,0.211,12,173.788,Winter,7.637,0,62.08
rooftop_rainwater,4.345,11.873,24.118,8.462,0.301,6,51.429,Monsoon,6.475,2,91.31
pond,0.245,15.326,28.22,9.05,0.313,2,17.974,Winter,5.58,1,86.201
canal,3.626,0.182,24.778,9.231,0.445,11,8.49,Autumn,7.032,1,16.17
spring,1.278,9.039,25.511,6.681,0.807,5,16.996,Summer,7.308,2,16.308
reservoir,1.214,8.876,25.469,7.491,0.239,10,8.898,Autumn,7.838,0,15.727
river,2.815,4.76,23.891,6.313,0.783,9,16.886,Monsoon,8.262,0,18.651
deep_borehole,0.534,13.854,23.396,9.759,0.204,4,56.456,Summer,7.64,6,26.256
pond,6.885,5.589,23.042,6.417,0.71,2,105.131,Winter,8.247,1,33.384
canal,0.74,11.294,21.113,5.827,0.799,2,29.01,Winter,7.31,2,23.003
deep_borehole,2.033,7.28,23.66,6.76,0.854,10,16.683,Autumn,8.1,0,17.013
canal,0.929,2.856,24.204,6.413,0.51,4,21.049,Summer,8.109,1,15.688
spring,0.632,9.327,26.223,6.892,0.329,7,15.852,Monsoon,7.676,1,15.094
deep_borehole,2.678,13.353,24.723,8.353,0.772,5,3.337,Summer,6.863,0,17.153
piped_protected,5.719,36.46,28.232,7.191,0.321,7,20.401,Monsoon,7.503,7,28.325
shallow_well,9.647,4.782,28.097,6.112,0.148,12,42.287,Winter,7.165,3,30.523
rooftop_rainwater,8.756,0.666,29.036,6.02,0.835,4,56.751,Summer,7.642,4,24.631
piped_protected,8.759,44.205,24.393,6.196,0.411,1,249.067,Winter,7.105,2,79.169
river,1.761,9.777,23.467,4.083,0.571,12,38.844,Winter,7.826,0,21.617
community_tank,2.649,29.271,20.898,8.356,0.918,4,73.669,Summer,7.251,2,28.23
shallow_well,0.764,1.096,28.925,7.926,0.136,5,23.439,Summer,7.633,2,22.953
piped_protected,7.785,4.186,21.537,9.337,0.557,6,32.986,Monsoon,7.77,1,28.775
pond,0.698,1.438,22.297,7.571,0.559,4,53.245,Summer,7.948,2,21.006
canal,5.567,18.049,25.677,4.74,0.862,7,50.677,Monsoon,8.129,3,25.565
river,2.479,21.231,24.073,7.228,0.341,12,192.916,Winter,7.154,1,50.131
pond,2.434,6.958,29.342,7.277,0.401,4,52.904,Summer,7.052,0,26.095
shallow_well,9.907,2.065,22.697,8.113,0.519,4,344.148,Summer,7.398,1,97.098
reservoir,7.568,1.36,25.087,9.697,0.167,6,24.537,Monsoon,7.369,3,17.872
canal,8.369,8.871,19.442,5.147,0.471,1,1.933,Winter,7.375,4,22.979
river,5.72,7.06,28.696,7.85,0.436,9,219.63,Monsoon,7.574,6,62.654
community_tank,8.71,11.868,19.973,6.747,0.197,6,23.234,Monsoon,7.286,1,30.823
shallow_well,6.455,3.641,32.463,10.853,0.833,4,56.279,Summer,7.271,1,31.388
river,9.462,5.148,24.648,8.323,0.431,4,219.428,Summer,7.556,2,73.039
piped_protected,2.813,0.216,24.138,6.606,0.306,9,16.615,Monsoon,7.561,3,19.11
river,5.953,9.42,24.905,9.039,0.13,9,37.613,Monsoon,8.032,3,21.17
shallow_well,6.901,5.502,21.778,6.631,0.09,6,47.254,Monsoon,8.039,1,33.681
spring,3.929,25.228,26.974,8.02,0.96,12,58.19,Winter,7.978,3,21.126
piped_protected,8.797,10.266,23.774,6.421,0.995,12,713.735,Winter,7.313,1,100.0
pond,9.798,5.087,24.062,7.112,0.898,5,42.022,Summer,8.34,2,21.743
shallow_well,4.938,3.06,28.855,8.91,0.459,1,23.144,Winter,7.045,1,25.017
spring,3.906,23.569,19.841,6.45,0.808,9,111.357,Monsoon,7.405,0,35.075
open_catchment,4.719,0.164,24.413,2.447,0.834,6,9.985,Monsoon,7.305,1,20.82
community_tank,8.527,3.959,24.672,5.866,0.3,9,293.109,Monsoon,7.562,0,92.657
spring,6.455,28.736,25.414,9.225,0.586,11,37.975,Autumn,7.955,1,17.768
open_catchment,0.448,10.614,23.331,9.378,0.957,2,17.618,Winter,7.961,3,21.273
reservoir,5.422,7.608,24.043,5.926,0.28,8,31.807,Monsoon,7.882,3,19.46
reservoir,0.173,2.276,30.548,4.61,0.663,7,3.759,Monsoon,7.788,1,21.248
rooftop_rainwater,7.785,17.92,26.498,6.299,0.663,1,6.215,Winter,7.08,2,22.156
canal,3.283,2.284,22.663,8.449,0.453,11,24.942,Autumn,7.954,0,20.668
spring,4.72,2.854,26.957,6.671,0.49,6,70.202,Monsoon,7.435,1,26.726
deep_borehole,7.987,2.13,25.137,4.015,0.456,8,8.665,Monsoon,6.554,1,29.033
community_tank,0.464,1.722,27.226,7.851,0.521,10,21.918,Autumn,6.741,2,15.135
spring,1.585,30.643,24.388,8.548,0.149,10,65.151,Autumn,7.052,0,25.575
